street_name,council_name,green_frequency,green_next,landfill_frequency,landfill_next,recycle_frequency,recycle_next
Donnelly Avenue,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Viewmont Crescent,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Edison Road,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Myers Reserve Access,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Walchs Road,North Shore,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Alkira Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Kentucky Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Shannahan Drive,Bell Park,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Seabeach Parade,North Shore,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Eaglemont Crescent,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Takoma Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Waitara Grove,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Shannahan Drive,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Aintree Road,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Rosemont Crescent,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Wendover Avenue,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Bingara Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Piccadilly Close,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Narooma Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Kalinga Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Fordview Crescent,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Reserve Road,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Tallis Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Peacock Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Marnoo Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Cardiff Street,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Chatham Close,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Lynnburn Road,Batesford,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Baker Street,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Darcy Crescent,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Lowan Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Cross Street,Batesford,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Leila Crescent,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Sparks Road,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Corrin Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Old Ballarat Road,Batesford,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Akma Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Wirraway Crescent,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Quinn Street,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Rushden Close,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Pennsylvania Avenue,Batesford,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Gerbera Avenue,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Gresham Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Holdsworth Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Ajax Street,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Cooper Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Palmerston Street,Batesford,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Orchid Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Avonlea Road,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Watsonia Grove,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
River Street,Batesford,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Falcon Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Dove Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Plume Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Madden Avenue,North Shore,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Kestrel Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Dunloe Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Darebin Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Olympic Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Regent Street,Batesford,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Candellow Crescent,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Walpole Parade,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Nelson Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Midland Highway Service,Batesford,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Baron Street,North Shore,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Lesley Street,North Shore,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Jay Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Waterford Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Bosbury Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Sherman Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Rosella Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Bridge Street,Batesford,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Turill Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Emu Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
O'Dwyer Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Rose Avenue,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Greta Street,North Shore,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Finch Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Dalmont Grove,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Page Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Stonehaven Road,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Swallow Crescent,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Dardell Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Tulip Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Thrush Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Adriatic Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Hayes Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Anakie Road Service Road,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Nolan Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Bellbird Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Cowan Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Agra Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Rosewell Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Millbank Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Croatia Place,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Wisteria Grove,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Robin Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Salvia Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Bellnore Drive,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Bluestone Bridge Road,Bell Post Hill,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Lockett Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Camellia Crescent,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Aster Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Eagle Parade,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Thornton Close,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Jamina Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Allowah Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Ryan Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Stock Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Donnybrook Peacock Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Nerine Court,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Kookaburra Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Donnybrook Road,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Curlew Crescent,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Zinnia Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Carnation Court,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
St Georges Road,North Shore,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Gardenia Grove,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Gull Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Mcquinn Close,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Iris Street,Norlane,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Corr Place,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Coakley Crescent,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Cortina Close,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Coleman Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Callan Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Maynooth Drive,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Flamingo Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Moa Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Hinton Close,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
St Georges Road Service Road,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Elmore Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Ibis Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Boston Street,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Wren Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Wellwood Avenue,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Michell Close,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Sandra Avenue,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Haven Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Korumburra Close,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Barcelona Street,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Kincaid Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Byrne Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Cormican Place,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Mcsal Street,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Camfield Road,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Geraghtly Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Iowa Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Hannah Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Lowe Street,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Tolson Court,Norlane,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Nevada Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Haugh Street,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Georgia Grove,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Minnesota Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Bacchus Marsh Service Road,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Cuthbertson Road,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Idris Avenue,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Mary-Anne Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Cox Road,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Hipwell Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Oregon Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Como Road,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Nebraska Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Arizona Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Wyoming Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Redfearn Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Vermont Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Florida Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Delaware Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Eucalypt Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Monastrey  Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Marilyn Close,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Idaho Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Kambouris Court,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Epsom Road,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Illinois Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Indiana Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Dorling Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Endeca Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Bluestone Bridge Road,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Kanooka Drive,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Stapledon Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Abelia Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Bottlebrush Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Grevillea Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Detroit Crescent,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Fronsac Avenue,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Daffodil Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Montana Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Maru Place,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Maryland Drive,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Banksia Square,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Wattle Place,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Valleyside Drive,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Utah Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Evans Road,Bell Post Hill,fortnightly,12/10/2023,weekly,12/10/2023,fortnightly,19/10/2023
Colorado Drive,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Maine Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Harpur Road,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Bluegum Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Canola Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Minnauns Road,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Ontario Avenue,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Appleton Road,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Wilkins Close,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Minehan Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Cobham Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Canary Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Quebec Avenue,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Mitta Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Dargo Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Erica Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Buchan Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Virgillia Square,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Sirosa Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Correa Close,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Dearborn Parade,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Goldsworthy Road,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Kiewa Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Cann Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Gellibrand Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Goldsworthy Road,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Michigan Avenue,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Cuddihy Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Indi Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Holdfast Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Shevry Cross Way,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Campaspe Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Canadian Parade,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Montreal Avenue,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Howqua Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Cabernet Road,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Eumeralla Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Hopkins Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Refinery Road,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Princes Highway Service Road,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Olwen Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Warners Road,Moorabool,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Paulson Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Bonang Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Tambo Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Yarrum Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Granault Parade,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Goulburn Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Lucerne Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Riesling Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Glenelg Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Tarwin Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Hastings Way,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Chaffey Square,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Hancock Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Ovens Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Princess Road,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Snowy Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Leura Court,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Paley Drive,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Phalaris Park Drive,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Sirocco Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Brodribb Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Moyston Grove,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Laverton Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Carop Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Fleet Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Halfpenny Place,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Railway Avenue,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Towanga Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Buffalo Avenue,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Asher Road,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Leonora Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Loddon Street,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Uneta Court,Lovely Banks,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Purnell Road,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Julie Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Diane Way,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Foreshore Road,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
Dalwood Court,Corio,fortnightly,20/10/2023,weekly,13/10/2023,fortnightly,13/10/2023
Talona Crescent,Corio,fortnightly,13/10/2023,weekly,13/10/2023,fortnightly,20/10/2023
